Origen,Acacoyagua,Acala,Acapetahua,Aldama,Altamirano,Amatan,Amatenango de la Frontera,Amatenango del Valle,Angel Albino Corzo,Arriaga,Bejucal de Ocampo,Bella Vista,Benemerito de las Americas,Berriozabal,Bochil,Cacahoatan,Capitan Luis Angel Vidal,Catazaja,Chalchihuitan,Chamula,Chanal,Chapultenango,Chenalho,Chiapa de Corzo,Chiapilla,Chicoasen,Chicomuselo,Chilon,Cintalapa de Figueroa,Coapilla,Comitan de Dominguez,Copainala,El Bosque,El Parral,El Porvenir,Emiliano Zapata,Escuintla,Francisco Leon,Frontera Comalapa,Frontera Hidalgo,Honduras de la Sierra,Huehuetan,Huitiupan,Huixtan,Huixtla,Ixhuatan,Ixtacomitan,Ixtapa,Ixtapangajoya,Jiquipilas,Jitotol,Juarez,La Concordia,La Grandeza,La Independencia,La Libertad,La Trinitaria,Larrainzar,Las Margaritas,Las Rosas,Mapastepec,Maravilla Tenejapa,Marques de Comillas,Mazapa de Madero,Mazatan,Metapa,Mezcalapa,Mitontic,Montecristo de Guerrero,Motozintla,Nicolas Ruiz,Ocosingo,Ocotepec,Ocozocoautla de Espinosa,Ostuacan,Osumacinta,Oxchuc,Palenque,Pantelho,Pantepec,Pichucalco,Pijijiapan,Pueblo Nuevo Solistahuacan,Rayon,Reforma,Rincon Chamula San Pedro,Sabanilla,Salto de Agua,San Andres Duraznal,San Cristobal de las Casas,San Fernando,San Juan Cancuc,San Lucas,Santiago el Pinar,Siltepec,Simojovel,Sitala,Socoltenango,Solosuchiapa,Soyalo,Suchiapa,Suchiate,Sunuapa,Tapachula,Tapalapa,Tapilula,Tecpatan,Tenejapa,Teopisca,Tila,Tonala,Totolapa,Tumbala,Tuxtla Chico,Tuxtla Gutierrez,Tuzantan,Tzimol,Union Juarez,Venustiano Carranza,Villa Comaltitlan,Villa Corzo,Villaflores,Yajalon,Zinacantan
Copainala,0.0029609513112384017,0.008625678877885394,0.0028843729311839356,0.009334968637059488,0.004172658357101419,0.008510551239771898,0.003101476362583835,0.0061405433946545955,0.0043100332415316085,0.005804695476434101,0.003020636119773002,0.0030871508366596603,0.0022096692891721797,0.011768349921907485,0.012807645947646383,0.002300659352239393,0.003487563090671222,0.0038851065097237274,0.0055607109871453585,0.007200138819493948,0.005609873834575186,0.012276809988654205,0.005750611571930341,0.011073521561276955,0.007658349234142775,0.05541540208604926,0.0036372886694584056,0.003936592630672248,0.008212363395471165,0.05298185597579532,0.004835366011162864,0.0,0.010053466585614448,0.00809008829987465,0.0030947850452141133,0.00924328827990691,0.0028428292438177887,0.0162443706119693,0.0031889807981457154,0.0023008833141933624,0.0035367724009307544,0.0025996791610603046,0.007077443981332124,0.006554735259130387,0.0027170218043679186,0.01313190038447991,0.009234916182258744,0.013790288950975765,0.007356290458212576,0.008276478062543363,0.01040064056073372,0.0065316814424534846,0.0050126323115836655,0.002944619884899729,0.004263125137114821,0.0034434513651512544,0.004472612703094272,0.009506049715260109,0.004436891946674771,0.005604975860158054,0.003228621170051772,0.0028768965762886417,0.002274370328868822,0.002863115377274392,0.0024615980111552358,0.0023588911441261087,0.013068205362446895,0.006224672007307458,0.00399820404652183,0.002518985631705133,0.0066137189559600015,0.00280036742291143,0.023805815385910506,0.010924512862263373,0.007904692364602185,0.034054188118435,0.005622369066393218,0.0031624201807140097,0.006347151974054845,0.020132038618391853,0.008398795485151515,0.0036640589746396164,0.012827076124534533,0.017218226009087522,0.00572213489603067,0.014048859197429098,0.005808585979540479,0.0040516156151707994,0.0106918016114989,0.008025658277761468,0.019118700841034016,0.005493156409674928,0.007075710482102112,0.009289441559841061,0.003320893116201104,0.006829443659000167,0.004638567953813671,0.005103398980032026,0.010176634906000279,0.022227512416621492,0.011169498662308545,0.0022652007591805186,0.007172677464611058,0.002503980803139872,0.022097162394800408,0.01497797694139595,0.029431199087301515,0.006232954060777732,0.006701727988277471,0.004382372638948575,0.004761926101554003,0.00723419647429995,0.003427257915624914,0.0023883722046893026,0.015367055543307617,0.002700302104324163,0.004525394242847945,0.002237359976225217,0.006886423899965477,0.0028086184339203265,0.005751470251901816,0.0068791811702025845,0.0037274898511804044,0.008886598514448561
El Bosque,0.002582421023894394,0.008439011075753027,0.0025239269247103718,0.01655390497582082,0.004467248666740401,0.01093887644852683,0.0032606467656428814,0.00680326414346138,0.00399064287085795,0.004511604437302305,0.003171347783191125,0.0032448045939890524,0.0022887573917692145,0.00744701512703811,0.0461157089223907,0.0020650972360423286,0.0032749818309680623,0.0037828630161706265,0.0144397546738342,0.01573882084114064,0.006157432346709677,0.0074492038398086885,0.013119856890351134,0.009194172836603865,0.007800064438301472,0.010794903494075228,0.0034067618638606834,0.009583711160619676,0.00584437837012689,0.009818323742036584,0.005236149091545199,0.01004437921530623,0.0,0.007037643386838269,0.0029464241438126844,0.007895179225633842,0.0024920356378035136,0.006065993338764889,0.0033575703628006114,0.002065281926809163,0.0033183612900106393,0.002303061713330848,0.019394762688636658,0.007315841463610936,0.002394757256501309,0.012053115255371996,0.00868618201075899,0.017788852300822566,0.007002785724875345,0.005876801968359585,0.038261096644225036,0.006250955744379591,0.004586292754310369,0.003087598413542641,0.004571161934338993,0.0033625897859401303,0.004813095504305838,0.03220439397722672,0.004771722380495424,0.006151527475194619,0.002783862648431628,0.0030131564926065215,0.002358301451641579,0.0029980392907940226,0.002193955445890975,0.002111930919050889,0.005058616654450517,0.011307632044147461,0.003721680621647913,0.0028002236167779617,0.006382214950327361,0.0029462153043461614,0.00948200982587689,0.0070997170478325315,0.005434485168013221,0.012612680812918301,0.006172500875276363,0.004206422276425058,0.014742738162457645,0.014628799268781347,0.007941942320416,0.003101976355009215,0.024878414767947134,0.01681561514704605,0.005580792056374168,0.020653722320967363,0.012128800682288941,0.005213504637483641,0.02342058564023331,0.009199056210836559,0.008072111801338802,0.008635079604606433,0.007971428674438502,0.0164111650930521,0.003127462613143866,0.017638485697312262,0.009901585372626507,0.004789933969998257,0.009515001601050708,0.018341447391445928,0.00809600941800268,0.002036460914545756,0.006836069183932637,0.0022275818428584486,0.01208409075942964,0.0135917571525734,0.007522541351641815,0.009514304671743348,0.0074995769814464935,0.007219124989455507,0.003854979429368511,0.007360144096616252,0.007259470228905615,0.0021355498798969843,0.00987430050225344,0.0023817490129797707,0.004874299393309155,0.002013913644402577,0.006108137853376861,0.0024656933289132613,0.004998034710446296,0.005829068651946733,0.00847175908674296,0.010206967732611255
El Parral,0.0036062923170023437,0.019771678052785867,0.0035126639833459147,0.009079954143076371,0.005603002781077384,0.005427901411242219,0.006344415911829019,0.008683133044455357,0.011190500059660637,0.007096815382340342,0.006070472339589859,0.006681232548131008,0.002960648022307971,0.013068005056981915,0.01007088729955474,0.004115375112458228,0.007436916351166357,0.003382042194020863,0.007742134820576457,0.010481001439055608,0.007820794372838575,0.005950115301155071,0.008047113196113858,0.035641859659481294,0.01595511284510046,0.010445164653991448,0.008016995070446578,0.005254272041055971,0.01007297784629519,0.008570413343022342,0.007318795418547548,0.009858108220957165,0.008552287443407214,0.0,0.006080448729481568,0.022628473647678574,0.0034618692363292893,0.006593452530331065,0.006153072258765528,0.003543902485425299,0.007623358277600449,0.004149401913549869,0.006604808649493869,0.00937354137333164,0.003308110651097771,0.005996494967757863,0.0051745799030679515,0.013710016389488816,0.004628619351029874,0.01015249495635567,0.008336420479617811,0.004798555273697314,0.015986043792938838,0.005885936777356282,0.006268884148677898,0.003514973555804709,0.006710478842979805,0.009207515093898286,0.006581345680128528,0.00920502949946607,0.003933708775742432,0.003980158519255861,0.003056686835952715,0.005563421826940765,0.0038642144106706333,0.0036581032561680727,0.008063880479788817,0.008822052487055674,0.00958977933009774,0.005005636067330245,0.012555110989524415,0.003632645708076436,0.007366528179381548,0.013403847483440484,0.006052417071518507,0.012463208023573237,0.00784081927701742,0.003757036860803189,0.007022356136669518,0.00646277775730885,0.004947105997091766,0.004466841854877071,0.0076025028214563185,0.006783796904109684,0.004878093336682901,0.0072302962733964814,0.005654633638820351,0.00408927111152774,0.006998982304791465,0.011956619644105033,0.014715013567061884,0.007634337094434945,0.013980591826804506,0.00885810156798348,0.006833991724497161,0.006425354832962333,0.006303840053094429,0.008581197403341737,0.0054056219824946405,0.01071638352028199,0.02499357253959704,0.0034744057815208423,0.0050345796167804045,0.003950744643649717,0.007224044915007037,0.006288193404172285,0.007212192943734566,0.008835830379487904,0.009622252842678496,0.004224993129056443,0.005813763119041518,0.014495399115631321,0.0045158942953193466,0.003716749295113622,0.0202697580165853,0.0044450766414743945,0.007652303291197528,0.004164577908506803,0.013384366593746422,0.0034200618281697032,0.019762386996229994,0.01931491959930066,0.00494881363546842,0.013571242383975893
El Porvenir,0.010490796097913563,0.0054961975083052195,0.010722758796982831,0.004898783015722734,0.005437904138494731,0.0034558721827004342,0.024095554028338767,0.006792719670641921,0.010522097141376122,0.004826783215707236,0.049673559672929885,0.028496006474292866,0.00278656033440047,0.004476970532751985,0.004112823901519044,0.012382242661884826,0.013779271477649258,0.0027793460860129045,0.0045060170384908504,0.005249666333505476,0.005894304373687865,0.0029000865587173194,0.0046000595742680325,0.005603944791391751,0.005636453421102197,0.004146372918906398,0.014016786412918265,0.0038146291569225543,0.003926691116480572,0.0038375132970711523,0.008725485255831205,0.0040574743117649855,0.003853820626339725,0.006559881979244431,0.0,0.0051706223312339575,0.018237596855264878,0.0026293099384747643,0.016391568880824728,0.009165584166747266,0.02568210378984549,0.014096328279315824,0.0038619551554337304,0.005416224268894439,0.016196152547079887,0.003271467197174159,0.0030282597305040086,0.0045722018691035,0.002846168800602519,0.0038714228854118426,0.0038125885169727103,0.0024051872891250894,0.009959935241612976,0.06045719618391235,0.008207100011919297,0.0028617738197166307,0.009876972517083539,0.004728169658798172,0.007861568839563684,0.00704284014691989,0.009431801818639542,0.005599173358000348,0.0028637304625859015,0.03181838692153173,0.01143834220621278,0.009907019710464622,0.002962468398861742,0.004867010723575996,0.014583512558944208,0.030550164488463805,0.006317751046698863,0.0021732430181473734,0.0035937859160382556,0.00365779098131132,0.0026613141998427566,0.004409034822851994,0.004902947087152321,0.0030080174420870783,0.00426993171040455,0.0033953347915089346,0.0029545659797342266,0.007700185704862318,0.003662702115352144,0.003475415527628275,0.002423544817016428,0.003580401238511111,0.0035396234535617676,0.0032010004004076817,0.0035269034318755176,0.005598989117848721,0.004641926497609463,0.004531924723763925,0.005338168143546652,0.0048381743808647735,0.05402660062220076,0.003953192686585672,0.004139790614000798,0.0075547588826870744,0.0031001219076353752,0.004208780297796663,0.005276363242426947,0.008746284514559236,0.0024587353321237093,0.012169593581778257,0.003273213544574406,0.003350053968068382,0.002847955188706065,0.004988417121172702,0.006203535625054552,0.003277390300825503,0.005037409860810536,0.005424555493785323,0.003436538729644571,0.01031557982492532,0.005046242638817934,0.017831000357299655,0.008472835531192824,0.00843660237170498,0.00674469210744389,0.013211571109593541,0.006306891479071936,0.005786046497681213,0.0036625247309501428,0.005082701615171963
Emiliano Zapata,0.003076263667310273,0.057276186240826726,0.002994920303644605,0.008593921021335165,0.005050744383548075,0.004881180344978403,0.004852411197260818,0.01059869786531804,0.006268842518328565,0.006166373376532864,0.004660290335852528,0.004817950313142339,0.0027740825870035107,0.013120442031790112,0.009669508386687233,0.0023781044880211415,0.004686238039828069,0.0029587468709214903,0.00718949249360763,0.010123804850180919,0.007270600808450644,0.005389221564557788,0.007504973012564046,0.050013609216540085,0.03133826104115963,0.010083985781757598,0.004956140829896384,0.004713864301986008,0.008893479272325118,0.00805268980158362,0.008316241598656274,0.009436024250534443,0.008033642574730776,0.01894516055337327,0.004012518335004735,0.0,0.002950836755447021,0.006025254843724412,0.005066539845710809,0.002378345443202792,0.004774115725677513,0.0026933877643654834,0.0060365490544931856,0.00890938205158045,0.002817510293793099,0.005434695547712114,0.00463733455082921,0.013901262441973108,0.00411746964057304,0.008967471425264464,0.007806771615423982,0.004177393741362056,0.007843116691441944,0.004484440029095615,0.006776024958324202,0.0030804712382496444,0.007405164163803975,0.008730730476119573,0.0072184802034656135,0.011520077506552732,0.003361317897499194,0.003888914186084445,0.0028751746864389832,0.004300862082717465,0.002547622086536072,0.0024393896410808144,0.007215521628059967,0.008319057954929644,0.005639036641913583,0.003910944431024776,0.019163762525686724,0.0031885900868271794,0.00680470418963806,0.012094940362215046,0.005324351405595735,0.012399049508203057,0.0072912778812268,0.0033032517751814625,0.006455577584298921,0.0058951190236261105,0.004419797592591014,0.003827572133918884,0.007045955859048032,0.006215576059204473,0.0042494395028113766,0.006666082449202791,0.005100866460562713,0.003611374877870028,0.006431991832212871,0.011804732081507896,0.015154551967020943,0.007078630675458891,0.023538963022091335,0.008357299385662955,0.004394459439914325,0.005857946985882233,0.005737543123901155,0.010390802575876747,0.004859666663538156,0.010387021984338418,0.02238229031113357,0.0023408135363554555,0.004391463200960065,0.0025923263151453406,0.006659778109751314,0.005722064727616763,0.006406867473696088,0.00833362861264952,0.013101076906374203,0.003738051669645182,0.00501725364270975,0.025349478668874385,0.0040110860654712375,0.0024704374867643656,0.02286089009097125,0.0027998108167691833,0.008839077393293222,0.0023115533671510123,0.02160406247629163,0.002914563683969921,0.008477223073708712,0.0111233814582126,0.004421425633328003,0.013731214760332353
Escuintla,0.044522776272410775,0.004265048080331239,0.04696952830827012,0.0038182442469491696,0.005064836232549379,0.0031023780083690327,0.01539046902345084,0.006054535786845805,0.0075830533629461135,0.008272222792156489,0.015632777383952634,0.011574662629055725,0.0028457321687165504,0.005007018242776455,0.0039515904424465426,0.01284234089624095,0.009347135926389603,0.0025122297698396755,0.0036046303288957094,0.004001697913154962,0.005408029198547075,0.0034889149649215603,0.0036572607558108448,0.004603310076656504,0.004093200749220606,0.004359789264075531,0.009119780606975091,0.003755181641857323,0.006147234257721591,0.0040576318789079845,0.0073275658958274,0.004273165271808457,0.00373912547884172,0.004293778787855162,0.02072599657504267,0.004361940540583508,0.0,0.0036596832927489106,0.011197402822614904,0.012847140176565915,0.012921936420264159,0.022594987064545685,0.003383406931249146,0.005048275135871037,0.030221109698591195,0.0032458432843086005,0.003173075186983494,0.0043183980893978895,0.002984470574406255,0.006028675919647648,0.003704917696949311,0.0032847902333793776,0.007395241503349561,0.01601321213122429,0.007000802742240839,0.0023795538101006202,0.008018350520969594,0.0038364722650017476,0.00677721919172702,0.0062280121113449105,0.03136953025167159,0.005187284801044791,0.0029163533514961456,0.019373923084336494,0.01701763802168401,0.01415346963304256,0.0042442779580155856,0.0037803434942199287,0.009209525020456282,0.04215571802493895,0.005717410641637937,0.0022700422380131256,0.0038167934854005563,0.005581954255635884,0.0037143826787963694,0.004614115614323804,0.004649101079973508,0.003047340273181598,0.003469595138406228,0.003743160597461273,0.00325418005271766,0.018918776866346885,0.0035796658283070728,0.0034211177305925517,0.0033149656380150015,0.003510274230856574,0.0031614613221040014,0.0032204167720256403,0.0034649324352390635,0.004161625021484005,0.0048376343395225025,0.003585406992780889,0.003975566617225318,0.003785727636903131,0.01549622743024326,0.003344376960509648,0.003317240310586053,0.006574675978500116,0.0030964291406017264,0.004326526207873902,0.0047493257698484155,0.012129817340681727,0.003373071446335022,0.01847040038637914,0.0037852459556317513,0.0033137017011202513,0.0040395033080338535,0.003782404679657466,0.005634796804719077,0.0032882673323198185,0.008828935294097551,0.0050546421187218716,0.003428441840958962,0.01489508260585202,0.004969397610563293,0.028883817553747918,0.00716958434804114,0.011609843182345588,0.006020909426320893,0.039968696146781675,0.00482598371681896,0.005429286727316448,0.0036247826973580945,0.004307084286294306
Francisco Leon,0.003388901953099104,0.007591121212051236,0.0033138936795298326,0.007989051295729431,0.004466446797535671,0.009560754938620398,0.0035020520791371216,0.005999443976527937,0.004582914610537067,0.005819494666551382,0.003424957020058324,0.0034884368232070188,0.002820475917589054,0.009408954992294981,0.009658510058190944,0.002722708116917536,0.003861614173535266,0.006054258959718291,0.0067844239488880674,0.006719058502934065,0.005613023412044349,0.04389218788524239,0.005717307962496624,0.008877570305919636,0.00701062819202448,0.017001541700458783,0.003997327619903158,0.006116643101598967,0.007450751947539707,0.01655147540030201,0.0050144078943855945,0.021813058220193034,0.00814951409033251,0.007275376645709945,0.0026944440563173417,0.007938854260038526,0.0032729609833691423,0.0,0.003584786002623245,0.0027229470716047194,0.003906442915497369,0.003029928046584306,0.007663329113013347,0.006288642177708051,0.00314795802721819,0.015421461599417624,0.02668922244306613,0.010061229286802162,0.013386450276054684,0.007489963275886782,0.009363144758952441,0.015564498054019705,0.005155235315948216,0.0033518751322024315,0.00454331943092172,0.005269706594053323,0.004718771793634728,0.007741342510433348,0.0046891038513962365,0.005609370083614942,0.00364664802929945,0.00328627321875512,0.0028739002456555462,0.003272876586585328,0.0028892263021523313,0.0027832764273886283,0.015814671051523798,0.006059040843484815,0.004316283382875042,0.0029479433463645496,0.006328979752590336,0.0035128106791839863,0.012878577662961677,0.008952827591692532,0.03844917945697498,0.01486992080732837,0.005622336069431896,0.0047849812168773,0.006833536150484679,0.012366400393637513,0.02185608335068371,0.00405176882263634,0.010723410531971882,0.012747935139760186,0.012731312048089395,0.011337398429857613,0.008804400441691526,0.00635753981841133,0.009537308589669209,0.007236461007290929,0.011857141924276856,0.005525521238430542,0.00663791816956847,0.007964168964220707,0.0037081104025626344,0.007243819903816433,0.005847230454076555,0.005226445821182831,0.01826606403403775,0.012676175124991378,0.007738081697085127,0.002685648507568692,0.020183693123641818,0.002932624079603419,0.01248941393031162,0.014664075248836,0.0317036787420336,0.006064883927115724,0.006388784374246915,0.005558076579410801,0.005001581989438018,0.006741118836386475,0.005418029502391159,0.0028138025221271816,0.010655401509907542,0.003131225774452326,0.004762424331998497,0.0026564555095689012,0.006512821657873581,0.003239132694496858,0.005708168348147215,0.006999697206179029,0.006441903385017789,0.007740097928505083
Frontera Comalapa,0.008471146569880964,0.008556715558762404,0.008600455600990252,0.006737796059262953,0.007633783902548553,0.004509069805928245,0.03221365067747218,0.010057611146861285,0.010099035644567097,0.004665828357359266,0.02723534381529726,0.03122404651458997,0.00355116520530924,0.005368231045251491,0.005494740502979219,0.010085897095841335,0.010723104117016276,0.0035410831506897237,0.006107587248297888,0.00731677938112938,0.008421706888528247,0.00371048907639618,0.006256816223549948,0.00792643154280894,0.00885187545481791,0.004960072949238194,0.018256348105259168,0.005041549957157965,0.0047511346035151334,0.004580491434394314,0.014013567434988494,0.004850646935271195,0.0051005552939997305,0.00771628210387635,0.019035532900960446,0.00837714287233235,0.011444350871683056,0.004061315826668592,0.0,0.007697653901616389,0.016207513629949752,0.01030265186610706,0.005112823299724228,0.007597040883529384,0.011217553249664839,0.004240627166890997,0.0038918836221792583,0.006212502474783152,0.0036346548233507536,0.004765177873623417,0.005038466155482306,0.0033868622152015094,0.012533317325301512,0.02362007228535473,0.012888242944890813,0.0036565795947675842,0.016705882390333653,0.006461788429916513,0.012165515496115388,0.010534398055088899,0.007857944401711657,0.007909029980299034,0.0036593292780518257,0.02053640622781806,0.00898866806487463,0.008137866132953744,0.004387116512370515,0.006686152668960153,0.013116886010105966,0.015582028828541697,0.010362461129271177,0.0027117290275857344,0.004282134177408122,0.005246667374427311,0.0038340937863141173,0.005284199415993961,0.006744606035321623,0.003863135836269808,0.005737495574103554,0.004420556339770008,0.003787395330706664,0.006766739745296727,0.004814381630529273,0.004537726215065308,0.003418243943369284,0.004692352274511626,0.004632155853163505,0.004138969398651416,0.004613414330375912,0.007908713576385293,0.005572610604538684,0.006148594499648144,0.008230229755311933,0.006639361810249561,0.018899953154441335,0.005250917789743043,0.005536210242624345,0.013478061206317456,0.003994315321598951,0.005642675824213275,0.007010386528295892,0.007439794427480379,0.0034786865478835644,0.00936947072211721,0.0042431529412046325,0.004354598415166049,0.004173219533976205,0.0068842654235192315,0.008971688109884822,0.004249195126238925,0.004833997151342724,0.007611153418629761,0.004480760369476701,0.00837230905246425,0.006075607280646375,0.0118661263046533,0.01345879192241017,0.010324443182405989,0.011379381358812626,0.009886163876695568,0.007415132780754753,0.006796079188054318,0.004814103190096483,0.007039374279542334
Frontera Hidalgo,0.012463782687834187,0.0034391654184586585,0.012750136404202656,0.00389443353864067,0.0041825034647772,0.00264529308006872,0.009298474395369594,0.004829975677492599,0.005610888491525778,0.005618700280818141,0.009385816892446679,0.007763016233224701,0.0025510921760415763,0.0039022086894544084,0.0032337467418195234,0.03063648623234936,0.006514255311714685,0.002206409170615459,0.0036720799193257006,0.004084077685989597,0.004412105927062968,0.002919152114924636,0.0037263294991119805,0.0036541803181716773,0.004283916518732535,0.00350007170900752,0.00658277165470609,0.003252313101454918,0.004556305215816212,0.0033039233231025506,0.005600821964514344,0.0034444048260881257,0.003091016523779819,0.004378535353682153,0.010506470819436883,0.0035014405993689926,0.013143327107678472,0.003036891345075091,0.00759259840842359,0.0,0.008056920833408851,0.026245024268490746,0.0028454197521608935,0.004171281491212439,0.019691232656506987,0.002748147051586003,0.0026961592582861287,0.0034735286985891315,0.0025596686989080688,0.004491292646691061,0.0030677633489886876,0.002775824743815885,0.005639999187027809,0.009150723502548053,0.005409198417479558,0.0026058830184065465,0.005992703900656939,0.0037992064294856127,0.005275634117985038,0.004938946676525709,0.011162593534042751,0.004265067942876651,0.002607300524977602,0.010607055708462829,0.0253663580703175,0.13248625748054668,0.003425733276133302,0.003876861663152431,0.006447604211238459,0.01502047454880212,0.004614408098179348,0.0020812130714065033,0.0031435305397776365,0.0042402353304251674,0.0030742049231065986,0.003660947461889981,0.003896742358488074,0.002710750464107381,0.0035329748787915104,0.0030937544247446346,0.0027540842848615913,0.009056348304194944,0.002981960944519932,0.0028718581771487554,0.0027971927317289955,0.002933980388547653,0.0026878321076260086,0.0028458616020553616,0.002902454431463359,0.004264974525408128,0.0037992527588983686,0.003687090030760834,0.004130622535203612,0.003860844194151551,0.008980643353508714,0.002817959080206417,0.0034544566654461243,0.005152934806410244,0.0026409966981998058,0.0034787413419806873,0.003744944708249135,0.05675155435375671,0.002838161914373187,0.036057900454985144,0.003122247173346537,0.002796298970094758,0.0032919700920877,0.003943660278061574,0.004560827437619909,0.0028983394740484006,0.0058682923552538565,0.00417558619619604,0.0030059208958412072,0.08735831176852107,0.0038794878118455353,0.021059529747955497,0.005508704224624689,0.0276932572835375,0.004808684721272629,0.015853263880811177,0.003792122084792956,0.004152146917438803,0.003154696615916054,0.00346625564451308
Honduras de la Sierra,0.009050007520895272,0.006906409163715135,0.00919759541251576,0.005411450226731225,0.005973814021252056,0.003979775455487659,0.01728162337520762,0.007359931433675655,0.01812954147610901,0.005585038620195537,0.019738856891315514,0.020591711842619542,0.003146702099414897,0.006043687857212739,0.005446475312714819,0.010206082103640669,0.03350585973223937,0.003138794073375892,0.004997816073492554,0.005778174941364145,0.006445039378256836,0.0041948332095579095,0.005097177545161157,0.007883241158746328,0.0064753710215194205,0.005531896641099982,0.017936326701444318,0.004261475735488959,0.005600127180834266,0.005064462997524916,0.009272883569030584,0.005396311678311093,0.00505943116860754,0.009569400683428661,0.02979040962555306,0.007157911711204639,0.013211161343933483,0.004438040057010981,0.016188990197843357,0.008173746812199173,0.0,0.011168147344955193,0.004442123119590779,0.005951320206172803,0.012249777357456328,0.004213123822418092,0.0038691461919123466,0.006149790757590804,0.003615139934175114,0.006628805684584263,0.004998431263091199,0.003696586673569628,0.012476074667192066,0.02101915145137735,0.008767046053243873,0.003229077138164092,0.010378101862423912,0.0052350033092269455,0.00842696503559299,0.007611688772969462,0.008354459048248204,0.006140824622827222,0.0032312183442538196,0.016564041063738377,0.009642346803845682,0.008671137961246099,0.004919018878913709,0.0053781326531372724,0.030856073377574796,0.0176369018654256,0.006878332744552609,0.0024700817379201467,0.004702678043918205,0.006224258821811312,0.00423503730750457,0.005937531037975541,0.005415836118515366,0.003388872648514993,0.004747579175197485,0.004390425561813587,0.003765996071805885,0.007133151213433263,0.004778103184231646,0.004505821069159847,0.0037339594750301825,0.004658029083428757,0.004075221083399019,0.0035989881898659116,0.004580336437924867,0.0061406341380442495,0.0063036120210322065,0.005025203843591527,0.006192594661369702,0.005347858125868359,0.056395127345061836,0.004376630066253863,0.004609103510197981,0.008123018039853852,0.003970217417506559,0.005591585428310248,0.007332771380369981,0.007883986808168436,0.003806100492448849,0.010081212823639668,0.004655974922470464,0.00432544448630423,0.004652036007813748,0.0055053777214370565,0.006761828982981197,0.0036819249429910525,0.005020170117458439,0.006271187111850389,0.0038542869529655777,0.00893744231620189,0.006953960305894143,0.013026106418135078,0.009027000644691469,0.007665961392072234,0.007311443768831721,0.010681036521666586,0.009111132650078683,0.008195106630361123,0.00409804105603319,0.006127400627191931
Huehuetan,0.01904268048713594,0.0034667914015209895,0.019804224925480295,0.00399427190225498,0.004337656913651379,0.002589055179046042,0.012030659992552225,0.005138183774814578,0.006160323636119523,0.006170879768443992,0.012195207638962152,0.009349393979778327,0.0024882770347421554,0.004003440358507275,0.0032346727126578855,0.023535980554333008,0.007427669025891347,0.002125358042795052,0.0037343674879765473,0.004219471730789196,0.004616892289847124,0.0028860225796206846,0.0037973724041530633,0.0037136360777091358,0.004460376669424481,0.0035363067948149802,0.0075277869104310256,0.0032555055482238614,0.00479484299281998,0.003313568485523324,0.006146730640911013,0.00347275884709128,0.0030754800478769283,0.00457575199652212,0.014437516722089113,0.003537872854509101,0.0208918261921285,0.003015553412138202,0.009074496174637276,0.023553926859147725,0.0098335341047932,0.0,0.0028054786217798135,0.004324136523476777,0.05125017688011879,0.00269988724564727,0.0026437624052269393,0.0035059726331758538,0.0024974237150388197,0.0047143481332288595,0.003049698218786802,0.002729855004692525,0.006199695592244293,0.01175545081117196,0.005890103549250048,0.002546809014810192,0.006684323505320604,0.0038824113158291308,0.005713586861438867,0.005276986654415445,0.015874409559868692,0.004437480598873316,0.0025483264204844954,0.014651473491641233,0.04711104682164516,0.029018799789559138,0.0034515035693486167,0.003973571282636115,0.007330836458139323,0.026875056503286,0.004867117693571691,0.0019957596165998026,0.0031338539990338715,0.0044073995139999175,0.003056840651892109,0.0037214705012782634,0.003996993891238792,0.0026594931248674365,0.0035739941109214656,0.0030785178281184447,0.002706310592558664,0.011581697918043874,0.002954981053883536,0.002834309084739136,0.00275303275875826,0.002902273799249328,0.0026347924809591414,0.0028059599865147247,0.002867743876942788,0.004437381440777696,0.0038824763779961176,0.0037517740488559248,0.004275248423051728,0.003954726118356445,0.011443448263957637,0.00277559287864673,0.0034842140358268946,0.005553104004536024,0.00258444369407325,0.0035119250033967277,0.003819052001537068,0.021018182949066502,0.002797573956527657,0.06218110255063573,0.0031101681378249025,0.0027520625692084135,0.0033001007735192593,0.0040524125343113,0.004800456360922001,0.0028632427588127767,0.006511758370158956,0.004329321500932671,0.0029813716037805243,0.03273807224492374,0.003976663255232273,0.06323334156027212,0.006022862288155661,0.019346943555504766,0.005111204640040968,0.03003908260441841,0.003874133714746065,0.004301110034220115,0.0031462955571638852,0.0034976713724371505
