Origen,Destino,Distancia carretera (km),Distancia 3D (km),Diferencia (km),Tiempo estimado (min)
Sabanilla,Chicoasén,168.869,171.873,3.004,219.8
Sabanilla,Chicomuselo,383.962,387.598,3.635,440.6
Sabanilla,Chilón,68.781,69.681,0.9,95.6
Sabanilla,Cintalapa de Figueroa,250.835,253.415,2.579,255.8
Sabanilla,Coapilla,145.848,148.808,2.959,205.6
Sabanilla,Comitán de Domínguez,226.914,229.824,2.911,274.3
Sabanilla,Copainalá,176.137,179.066,2.93,224.6
Sabanilla,El Bosque,83.884,85.689,1.806,117.6
Sabanilla,El Parral,220.76,223.268,2.508,249.0
Sabanilla,El Porvenir,379.128,384.053,4.925,436.9
Sabanilla,Emiliano Zapata,204.715,207.229,2.515,236.1
Sabanilla,Escuintla,489.477,492.605,3.129,428.5
Sabanilla,Francisco León,156.539,158.698,2.159,200.0
Sabanilla,Frontera Comalapa,337.719,340.864,3.145,386.1
Sabanilla,Frontera Hidalgo,575.597,578.771,3.174,498.3
Sabanilla,Honduras de la Sierra,384.178,388.766,4.588,435.4
Sabanilla,Huehuetán,523.719,526.821,3.102,452.9
Sabanilla,Huitiupán,51.542,52.844,1.302,78.9
Sabanilla,Huixtla,506.47,509.544,3.074,437.7
Sabanilla,Huixtán,172.976,174.658,1.682,195.8
Sabanilla,Ixhuatán,119.934,121.978,2.045,144.9
Sabanilla,Ixtacomitán,105.91,107.104,1.193,124.1
Sabanilla,Ixtapa,131.889,134.025,2.136,158.0
Sabanilla,Ixtapangajoya,86.186,87.575,1.389,128.1
Sabanilla,Jiquipilas,249.85,252.434,2.584,262.7
Sabanilla,Jitotol,100.796,102.768,1.973,131.6
Sabanilla,Juárez,131.255,132.551,1.296,160.5
Sabanilla,La Concordia,299.517,302.19,2.673,333.0
Sabanilla,La Grandeza,363.585,367.926,4.341,417.0
Sabanilla,La Independencia,255.752,258.695,2.943,307.0
Sabanilla,La Libertad,167.271,167.851,0.58,221.3
Sabanilla,La Trinitaria,244.352,247.268,2.916,290.1
Sabanilla,Larráinzar,105.753,107.876,2.123,145.9
Sabanilla,Las Margaritas,213.968,215.917,1.949,285.5
Sabanilla,Las Rosas,197.374,200.292,2.919,248.8
Sabanilla,Mapastepec,445.886,448.892,3.005,395.5
Sabanilla,Maravilla Tenejapa,371.699,376.241,4.543,417.2
Sabanilla,Marqués de Comillas,360.471,362.637,2.166,387.8
Sabanilla,Mazapa de Madero,373.377,377.98,4.603,423.7
Sabanilla,Mazatán,546.143,549.261,3.117,475.0
Sabanilla,Metapa,564.488,567.656,3.169,481.1
Sabanilla,Mezcalapa,231.988,234.3,2.311,266.7
Sabanilla,Mitontic,111.447,114.036,2.59,176.2
Sabanilla,Montecristo de Guerrero,351.581,354.83,3.249,395.6
Sabanilla,Motozintla,397.267,402.466,5.2,434.1
Sabanilla,Nicolás Ruíz,208.467,211.701,3.234,260.1
Sabanilla,Ocosingo,272.154,274.279,2.125,349.1
Sabanilla,Ocotepec,149.419,152.561,3.142,210.7
Sabanilla,Ocozocoautla de Espinosa,219.419,221.976,2.558,236.8
Sabanilla,Ostuacán,155.828,157.527,1.699,186.7
Sabanilla,Osumacinta,155.248,157.999,2.75,200.5
Sabanilla,Oxchuc,151.467,153.076,1.609,178.9
Sabanilla,Palenque,166.716,168.609,1.893,220.2
Sabanilla,Pantelhó,90.991,92.56,1.568,136.4
Sabanilla,Pantepec,111.805,114.004,2.199,154.1
Sabanilla,Pichucalco,95.994,97.155,1.161,114.1
Sabanilla,Pijijiapan,407.639,410.612,2.972,365.0
Sabanilla,Pueblo Nuevo Solistahuacán,83.014,84.738,1.724,123.5
Sabanilla,Rayón,102.683,104.766,2.083,141.0
Sabanilla,Reforma,144.343,145.501,1.158,176.0
Sabanilla,Rincón Chamula San Pedro,91.494,93.281,1.787,132.8
Sabanilla,Salto de Agua,126.837,128.475,1.638,160.0
Sabanilla,San Andrés Duraznal,74.891,76.519,1.628,116.0
Sabanilla,San Cristóbal de las Casas,138.62,141.299,2.679,189.6
Sabanilla,San Fernando,201.773,204.344,2.571,229.6
Sabanilla,San Juan Cancuc,127.652,129.498,1.846,177.0
Sabanilla,San Lucas,171.736,174.777,3.041,243.5
Sabanilla,Santiago el Pinar,136.515,138.929,2.415,194.8
Sabanilla,Siltepec,380.318,384.648,4.33,440.7
Sabanilla,Simojovel,79.539,80.988,1.449,124.1
Sabanilla,Sitalá,93.292,94.757,1.464,145.1
Sabanilla,Socoltenango,245.287,248.312,3.025,310.8
Sabanilla,Solosuchiapa,106.276,107.88,1.604,136.6
Sabanilla,Soyaló,130.127,132.266,2.138,162.5
Sabanilla,Suchiapa,201.354,203.964,2.61,235.3
Sabanilla,Suchiate,582.739,585.891,3.153,501.8
Sabanilla,Sunuapa,116.881,118.322,1.442,140.2
Sabanilla,Tapachula,538.976,542.11,3.134,465.8
Sabanilla,Tapalapa,126.19,128.962,2.772,180.1
Sabanilla,Tapilula,124.588,126.654,2.067,143.7
Sabanilla,Tecpatán,188.794,191.616,2.822,248.0
Sabanilla,Tenejapa,146.881,148.843,1.961,190.9
Sabanilla,Teopisca,167.103,169.928,2.825,225.2
Sabanilla,Tila,71.612,73.099,1.487,106.7
Sabanilla,Tonalá,342.278,345.174,2.896,329.5
Sabanilla,Totolapa,214.128,216.797,2.669,248.0
Sabanilla,Tumbalá,71.113,72.3,1.187,102.8
Sabanilla,Tuxtla Chico,559.051,562.214,3.163,477.4
Sabanilla,Tuxtla Gutiérrez,178.398,180.848,2.45,199.8
Sabanilla,Tuzantán,508.829,511.914,3.085,439.2
Sabanilla,Tzimol,241.623,244.557,2.934,288.8
Sabanilla,Unión Juárez,588.122,591.604,3.482,512.8
Sabanilla,Venustiano Carranza,243.158,245.737,2.579,270.4
Sabanilla,Villa Comaltitlán,494.011,497.06,3.049,430.0
Sabanilla,Villa Corzo,280.619,283.525,2.905,321.6
Sabanilla,Villaflores,251.246,253.882,2.636,277.4
Sabanilla,Yajalón,57.306,58.156,0.851,82.6
Sabanilla,Zinacantán,174.518,177.419,2.901,201.1
Sabanilla,Ángel Albino Corzo,333.128,336.01,2.882,381.1
Salto de Agua,Acacoyagua,560.494,563.351,2.857,482.1
Salto de Agua,Acala,260.169,262.467,2.298,267.0
Salto de Agua,Acapetahua,569.973,572.676,2.703,486.6
Salto de Agua,Aldama,238.362,240.605,2.243,259.1
Salto de Agua,Altamirano,175.061,176.572,1.511,214.5
Salto de Agua,Amatenango de la Frontera,388.523,390.796,2.273,379.3
Salto de Agua,Amatenango del Valle,223.184,224.841,1.657,220.1
Salto de Agua,Amatán,160.383,161.335,0.953,183.5
Salto de Agua,Arriaga,388.727,391.281,2.554,343.1
Salto de Agua,Bejucal de Ocampo,396.944,399.77,2.827,394.4
Salto de Agua,Bella Vista,389.707,392.352,2.646,380.6
Salto de Agua,Benemérito de las Américas,276.362,276.989,0.627,259.8
Salto de Agua,Berriozábal,298.218,300.49,2.272,293.8
Salto de Agua,Bochil,266.011,268.181,2.17,256.2
Salto de Agua,Cacahoatán,490.447,498.507,8.06,510.4
Salto de Agua,Capitán Luis Ángel Vidal,473.058,478.254,5.196,498.9
Salto de Agua,Catazajá,89.222,89.37,0.147,102.0
Salto de Agua,Chalchihuitán,180.516,183.157,2.641,235.5
Salto de Agua,Chamula,220.185,222.031,1.846,226.6
Salto de Agua,Chanal,185.884,187.486,1.602,221.1
Salto de Agua,Chapultenango,192.569,193.111,0.542,196.7
Salto de Agua,Chenalhó,176.011,178.114,2.104,207.5
Salto de Agua,Chiapa de Corzo,271.837,273.973,2.136,265.8
Salto de Agua,Chiapilla,239.432,241.436,2.004,258.4
Salto de Agua,Chicoasén,277.44,280.097,2.657,306.9
Salto de Agua,Chicomuselo,425.868,428.33,2.462,430.6
Salto de Agua,Chilón,110.493,111.344,0.851,119.2
Salto de Agua,Cintalapa de Figueroa,336.507,338.755,2.247,309.9
Salto de Agua,Coapilla,243.3,245.371,2.071,259.2
Salto de Agua,Comitán de Domínguez,268.819,270.556,1.737,264.3
Salto de Agua,Copainalá,259.328,261.729,2.401,283.5
Salto de Agua,El Bosque,195.825,199.065,3.24,255.7
Salto de Agua,El Parral,306.432,308.607,2.176,303.0
Salto de Agua,El Porvenir,421.033,424.785,3.752,426.9
Salto de Agua,Emiliano Zapata,290.387,292.569,2.183,290.1
Salto de Agua,Escuintla,474.687,479.895,5.207,470.0
Salto de Agua,Francisco León,223.742,224.921,1.179,243.8
Salto de Agua,Frontera Comalapa,379.624,381.596,1.971,376.1
Salto de Agua,Frontera Hidalgo,542.331,547.158,4.827,521.2
Salto de Agua,Honduras de la Sierra,435.643,439.281,3.638,456.3
Salto de Agua,Huehuetán,490.453,495.208,4.755,475.8
Salto de Agua,Huitiupán,163.483,166.22,2.737,217.0
Salto de Agua,Huixtla,477.949,482.688,4.739,464.9
Salto de Agua,Huixtán,172.152,173.619,1.467,172.9
Salto de Agua,Ixhuatán,187.136,188.201,1.065,188.8
Salto de Agua,Ixtacomitán,173.113,173.327,0.213,168.0
Salto de Agua,Ixtapa,258.099,260.453,2.354,256.6
Salto de Agua,Ixtapangajoya,158.572,158.986,0.414,177.9
Salto de Agua,Jiquipilas,335.522,337.774,2.252,316.7
Salto de Agua,Jitotol,245.047,246.781,1.734,241.3
Salto de Agua,Juárez,152.974,153.15,0.176,170.4
Salto de Agua,La Concordia,385.189,387.53,2.341,387.1
Salto de Agua,La Grandeza,405.49,408.658,3.168,407.0
Salto de Agua,La Independencia,230.683,232.435,1.752,287.9
Salto de Agua,La Libertad,96.519,96.885,0.366,115.6
Salto de Agua,La Trinitaria,286.257,288.0,1.743,280.1
Salto de Agua,Larráinzar,248.242,250.632,2.39,278.3
Salto de Agua,Las Margaritas,213.143,214.878,1.735,262.6
Salto de Agua,Las Rosas,239.279,241.024,1.745,238.8
Salto de Agua,Mapastepec,531.558,534.232,2.673,449.5
Salto de Agua,Maravilla Tenejapa,397.382,398.958,1.576,365.7
Salto de Agua,Marqués de Comillas,267.156,267.786,0.63,260.6
Salto de Agua,Mazapa de Madero,415.282,418.712,3.43,413.7
Salto de Agua,Mazatán,512.877,517.648,4.77,497.9
Salto de Agua,Metapa,531.222,536.043,4.822,504.0
Salto de Agua,Mezcalapa,272.985,266.585,-6.4,245.5
Salto de Agua,Mitontic,175.017,176.952,1.934,207.2
Salto de Agua,Montecristo de Guerrero,437.253,440.169,2.917,449.7
Salto de Agua,Motozintla,439.171,443.198,4.027,424.1
Salto de Agua,Nicolás Ruíz,250.372,252.433,2.061,250.1
Salto de Agua,Ocosingo,178.84,179.428,0.589,221.9
Salto de Agua,Ocotepec,246.871,249.125,2.253,264.3
Salto de Agua,Ocozocoautla de Espinosa,305.091,307.316,2.226,290.8
Salto de Agua,Ostuacán,238.798,232.008,-6.789,217.0
Salto de Agua,Osumacinta,302.701,305.175,2.474,293.5
Salto de Agua,Oxchuc,150.642,152.037,1.395,156.0
Salto de Agua,Palenque,73.402,73.759,0.357,93.1
Salto de Agua,Pantelhó,165.433,167.381,1.948,204.9
Salto de Agua,Pantepec,209.257,210.568,1.31,207.7
Salto de Agua,Pichucalco,163.197,163.378,0.181,157.9
Salto de Agua,Pijijiapan,493.311,495.951,2.64,419.0
Salto de Agua,Pueblo Nuevo Solistahuacán,226.259,227.865,1.606,219.7
Salto de Agua,Rayón,205.941,207.188,1.247,200.2
Salto de Agua,Reforma,161.373,154.472,-6.901,154.0
Salto de Agua,Rincón Chamula San Pedro,219.226,220.815,1.589,214.8
Salto de Agua,Sabanilla,126.577,128.207,1.629,160.1
Salto de Agua,San Andrés Duraznal,242.192,244.057,1.865,248.6
Salto de Agua,San Cristóbal de las Casas,204.206,205.854,1.647,203.2
Salto de Agua,San Fernando,287.445,289.684,2.239,283.7
Salto de Agua,San Juan Cancuc,143.154,144.852,1.699,172.2
Salto de Agua,San Lucas,236.384,238.39,2.006,255.5
Salto de Agua,Santiago el Pinar,241.794,244.086,2.291,267.5
Salto de Agua,Siltepec,422.223,425.38,3.157,430.7
Salto de Agua,Simojovel,174.28,176.468,2.188,223.3
Salto de Agua,Sitalá,124.053,125.406,1.353,150.7
Salto de Agua,Socoltenango,287.192,289.044,1.852,300.8
Salto de Agua,Solosuchiapa,173.478,174.103,0.624,180.4
Salto de Agua,Soyaló,283.567,286.161,2.594,287.1
Salto de Agua,Suchiapa,287.026,289.304,2.278,289.3
Salto de Agua,Suchiate,549.473,554.278,4.806,524.8
Salto de Agua,Sunuapa,184.083,184.545,0.462,184.0
Salto de Agua,Tapachula,505.71,510.497,4.787,488.7
Salto de Agua,Tapalapa,223.642,225.526,1.884,233.7
Salto de Agua,Tapilula,191.791,192.877,1.087,187.6
Salto de Agua,Tecpatán,295.091,289.01,-6.081,264.5
Salto de Agua,Tenejapa,162.383,164.197,1.814,186.1
Salto de Agua,Teopisca,209.008,210.659,1.652,215.2
Salto de Agua,Tila,72.395,73.275,0.881,95.2
Salto de Agua,Tonalá,427.95,430.514,2.564,383.5
Salto de Agua,Totolapa,255.958,258.126,2.168,261.3
Salto de Agua,Tumbalá,78.899,79.768,0.869,89.0
Salto de Agua,Tuxtla Chico,525.785,530.601,4.816,500.3
Salto de Agua,Tuxtla Gutiérrez,264.07,266.188,2.118,253.9
Salto de Agua,Tuzantán,470.257,474.982,4.725,458.2
Salto de Agua,Tzimol,283.528,285.289,1.76,278.8
Salto de Agua,Unión Juárez,487.297,494.885,7.587,510.5
Salto de Agua,Venustiano Carranza,265.762,267.808,2.047,277.9
Salto de Agua,Villa Comaltitlán,496.919,501.675,4.756,483.2
Salto de Agua,Villa Corzo,366.291,368.864,2.573,375.6
Salto de Agua,Villaflores,336.918,339.222,2.304,331.4
Salto de Agua,Yajalón,101.473,102.515,1.042,118.6
Salto de Agua,Zinacantán,228.542,230.55,2.007,230.0
Salto de Agua,Ángel Albino Corzo,418.8,421.35,2.55,435.2
San Andrés Duraznal,Acacoyagua,432.932,435.143,2.211,370.4
San Andrés Duraznal,Acala,154.258,155.88,1.622,165.8
San Andrés Duraznal,Acapetahua,442.411,444.469,2.058,374.9
San Andrés Duraznal,Aldama,94.098,95.516,1.418,135.9
San Andrés Duraznal,Altamirano,189.699,192.651,2.952,290.1
San Andrés Duraznal,Amatenango de la Frontera,348.829,351.442,2.612,347.3
San Andrés Duraznal,Amatenango del Valle,183.49,185.487,1.996,188.0
San Andrés Duraznal,Amatán,73.439,75.314,1.875,108.5
San Andrés Duraznal,Arriaga,261.166,263.073,1.908,231.4
San Andrés Duraznal,Bejucal de Ocampo,357.25,360.416,3.166,362.4
San Andrés Duraznal,Bella Vista,350.013,352.998,2.985,348.6
San Andrés Duraznal,Benemérito de las Américas,482.808,486.774,3.966,463.8
San Andrés Duraznal,Berriozábal,170.656,172.282,1.626,182.1
San Andrés Duraznal,Bochil,54.46,55.275,0.815,65.6
San Andrés Duraznal,Cacahoatán,533.427,535.948,2.521,445.9
San Andrés Duraznal,Capitán Luis Ángel Vidal,345.496,350.047,4.551,387.1
San Andrés Duraznal,Catazajá,248.036,249.776,1.74,249.6
San Andrés Duraznal,Chalchihuitán,63.827,65.323,1.496,99.6
San Andrés Duraznal,Chamula,97.209,98.767,1.558,142.6
San Andrés Duraznal,Chanal,199.385,201.507,2.122,229.7
San Andrés Duraznal,Chapultenango,112.531,114.572,2.041,130.7
San Andrés Duraznal,Chenalhó,70.876,72.563,1.687,113.7
San Andrés Duraznal,Chiapa de Corzo,144.275,145.766,1.491,154.1
San Andrés Duraznal,Chiapilla,164.302,165.967,1.665,179.2
San Andrés Duraznal,Chicoasén,113.556,115.636,2.08,160.8
San Andrés Duraznal,Chicomuselo,335.476,337.772,2.296,390.4
San Andrés Duraznal,Chilón,99.902,101.788,1.886,154.8
San Andrés Duraznal,Cintalapa de Figueroa,208.945,210.547,1.602,198.1
San Andrés Duraznal,Coapilla,79.417,80.911,1.495,113.0
San Andrés Duraznal,Comitán de Domínguez,229.125,231.202,2.077,232.3
San Andrés Duraznal,Copainalá,95.444,97.269,1.825,137.3
San Andrés Duraznal,El Bosque,43.225,44.37,1.145,71.5
San Andrés Duraznal,El Parral,178.87,180.4,1.53,191.3
San Andrés Duraznal,El Porvenir,381.339,385.43,4.091,394.9
San Andrés Duraznal,Emiliano Zapata,162.825,164.362,1.537,178.4
San Andrés Duraznal,Escuintla,447.587,449.738,2.151,370.8
San Andrés Duraznal,Francisco León,143.704,146.381,2.678,177.7
San Andrés Duraznal,Frontera Comalapa,339.93,342.241,2.311,344.1
San Andrés Duraznal,Frontera Hidalgo,533.707,535.903,2.196,440.6
San Andrés Duraznal,Honduras de la Sierra,342.288,345.898,3.611,377.7
San Andrés Duraznal,Huehuetán,481.829,483.953,2.124,395.2
San Andrés Duraznal,Huitiupán,43.593,44.416,0.823,68.2
San Andrés Duraznal,Huixtla,464.58,466.677,2.097,380.0
San Andrés Duraznal,Huixtán,172.751,174.784,2.034,178.3
San Andrés Duraznal,Ixhuatán,60.38,61.287,0.907,76.9
San Andrés Duraznal,Ixtacomitán,92.998,94.706,1.708,102.0
San Andrés Duraznal,Ixtapa,89.999,91.157,1.158,100.3
San Andrés Duraznal,Ixtapangajoya,121.487,123.465,1.978,154.9
San Andrés Duraznal,Jiquipilas,207.96,209.566,1.607,205.0
San Andrés Duraznal,Jitotol,33.496,33.875,0.379,50.8
San Andrés Duraznal,Juárez,139.444,141.313,1.869,158.0
San Andrés Duraznal,La Concordia,257.627,259.322,1.695,275.3
San Andrés Duraznal,La Grandeza,365.796,369.304,3.508,375.0
San Andrés Duraznal,La Independencia,257.963,260.072,2.109,265.0
San Andrés Duraznal,La Libertad,282.345,284.11,1.765,273.0
San Andrés Duraznal,La Trinitaria,246.563,248.646,2.083,248.1
San Andrés Duraznal,Larráinzar,63.968,65.114,1.145,88.4
San Andrés Duraznal,Las Margaritas,248.411,250.517,2.106,253.3
San Andrés Duraznal,Las Rosas,199.585,201.67,2.085,206.8
San Andrés Duraznal,Mapastepec,403.996,406.024,2.028,337.8
San Andrés Duraznal,Maravilla Tenejapa,373.909,377.618,3.709,375.2
San Andrés Duraznal,Marqués de Comillas,469.394,473.385,3.991,463.8
San Andrés Duraznal,Mazapa de Madero,375.588,379.358,3.77,381.7
San Andrés Duraznal,Mazatán,504.253,506.393,2.14,417.3
San Andrés Duraznal,Metapa,522.598,524.789,2.191,423.4
San Andrés Duraznal,Mezcalapa,236.158,238.167,2.009,223.8
San Andrés Duraznal,Mitontic,83.332,85.32,1.989,140.0
San Andrés Duraznal,Montecristo de Guerrero,309.691,311.962,2.271,337.9
San Andrés Duraznal,Motozintla,399.477,403.844,4.366,392.1
San Andrés Duraznal,Nicolás Ruíz,193.808,195.564,1.756,209.9
San Andrés Duraznal,Ocosingo,342.944,346.07,3.126,426.4
San Andrés Duraznal,Ocotepec,82.988,84.665,1.677,118.2
San Andrés Duraznal,Ocozocoautla de Espinosa,177.529,179.109,1.58,179.1
San Andrés Duraznal,Ostuacán,164.017,166.289,2.272,184.2
San Andrés Duraznal,Osumacinta,113.358,115.131,1.773,142.8
San Andrés Duraznal,Oxchuc,125.802,128.386,2.584,195.0
San Andrés Duraznal,Palenque,237.506,240.401,2.895,297.5
San Andrés Duraznal,Pantelhó,62.876,63.844,0.968,100.3
San Andrés Duraznal,Pantepec,45.373,46.107,0.734,61.6
San Andrés Duraznal,Pichucalco,104.183,105.917,1.734,111.6
San Andrés Duraznal,Pijijiapan,365.749,367.744,1.995,307.3
San Andrés Duraznal,Pueblo Nuevo Solistahuacán,16.582,16.841,0.259,31.0
San Andrés Duraznal,Rayón,36.251,36.869,0.618,48.4
San Andrés Duraznal,Reforma,159.399,161.276,1.876,181.7
San Andrés Duraznal,Rincón Chamula San Pedro,25.062,25.384,0.322,40.2
San Andrés Duraznal,Sabanilla,74.887,76.514,1.627,115.9
San Andrés Duraznal,Salto de Agua,236.911,238.775,1.864,244.8
San Andrés Duraznal,San Cristóbal de las Casas,143.859,145.706,1.847,152.4
San Andrés Duraznal,San Fernando,159.883,161.477,1.594,171.9
San Andrés Duraznal,San Juan Cancuc,111.231,113.7,2.469,182.3
San Andrés Duraznal,San Lucas,161.01,163.103,2.092,190.2
San Andrés Duraznal,Santiago el Pinar,94.625,96.062,1.437,137.1
San Andrés Duraznal,Siltepec,359.84,365.014,5.173,389.4
San Andrés Duraznal,Simojovel,51.424,52.272,0.848,88.0
San Andrés Duraznal,Sitalá,96.496,98.306,1.811,164.7
San Andrés Duraznal,Socoltenango,247.498,249.69,2.191,268.8
San Andrés Duraznal,Solosuchiapa,82.586,84.285,1.699,101.7
San Andrés Duraznal,Soyaló,88.237,89.398,1.161,104.8
San Andrés Duraznal,Suchiapa,159.464,161.096,1.632,177.6
San Andrés Duraznal,Suchiate,540.848,543.024,2.175,444.2
San Andrés Duraznal,Sunuapa,125.07,127.084,2.015,137.7
San Andrés Duraznal,Tapachula,497.086,499.243,2.157,408.1
San Andrés Duraznal,Tapalapa,59.758,61.066,1.307,87.5
San Andrés Duraznal,Tapilula,50.748,51.527,0.779,62.5
San Andrés Duraznal,Tecpatán,131.069,133.323,2.254,179.3
San Andrés Duraznal,Tenejapa,100.287,102.578,2.292,158.1
San Andrés Duraznal,Teopisca,169.314,171.305,1.991,183.2
San Andrés Duraznal,Tila,131.863,134.783,2.92,200.5
San Andrés Duraznal,Tonalá,300.388,302.307,1.919,271.8
San Andrés Duraznal,Totolapa,172.238,173.93,1.692,190.3
San Andrés Duraznal,Tumbalá,131.364,133.983,2.62,196.6
San Andrés Duraznal,Tuxtla Chico,517.161,519.347,2.186,419.7
San Andrés Duraznal,Tuxtla Gutiérrez,136.508,137.981,1.473,142.1
San Andrés Duraznal,Tuzantán,466.939,469.047,2.108,381.5
San Andrés Duraznal,Tzimol,243.834,245.934,2.1,246.8
San Andrés Duraznal,Unión Juárez,546.232,548.736,2.504,455.1
San Andrés Duraznal,Venustiano Carranza,201.268,202.869,1.601,212.7
San Andrés Duraznal,Villa Comaltitlán,452.121,454.193,2.072,372.3
San Andrés Duraznal,Villa Corzo,238.729,240.657,1.928,263.9
San Andrés Duraznal,Villaflores,209.356,211.014,1.659,219.7
San Andrés Duraznal,Yajalón,117.557,119.84,2.283,176.4
San Andrés Duraznal,Zinacantán,132.628,134.551,1.923,143.4
San Andrés Duraznal,Ángel Albino Corzo,291.238,293.143,1.904,323.4
San Cristóbal de las Casas,Acacoyagua,359.612,360.824,1.212,284.0
San Cristóbal de las Casas,Acala,59.288,59.941,0.653,68.9
San Cristóbal de las Casas,Acapetahua,369.091,370.15,1.059,288.5
San Cristóbal de las Casas,Aldama,34.11,34.705,0.595,56.2
San Cristóbal de las Casas,Altamirano,122.231,122.997,0.766,153.5
San Cristóbal de las Casas,Amatenango de la Frontera,208.31,209.078,0.768,200.6
San Cristóbal de las Casas,Amatenango del Valle,42.971,43.123,0.152,41.3
San Cristóbal de las Casas,Amatán,147.664,150.514,2.85,190.4
San Cristóbal de las Casas,Arriaga,187.845,188.755,0.909,145.0
San Cristóbal de las Casas,Bejucal de Ocampo,216.73,218.052,1.321,215.7
San Cristóbal de las Casas,Bella Vista,209.493,210.634,1.141,201.9
San Cristóbal de las Casas,Benemérito de las Américas,342.289,344.41,2.121,317.1
San Cristóbal de las Casas,Berriozábal,97.336,97.964,0.627,95.7
San Cristóbal de las Casas,Bochil,90.149,91.18,1.031,88.2
San Cristóbal de las Casas,Cacahoatán,310.233,316.788,6.555,331.7
San Cristóbal de las Casas,Capitán Luis Ángel Vidal,272.176,275.728,3.552,300.8
San Cristóbal de las Casas,Catazajá,269.042,270.867,1.825,253.2
San Cristóbal de las Casas,Chalchihuitán,57.772,58.716,0.944,70.3
San Cristóbal de las Casas,Chamula,15.933,16.132,0.199,23.7
San Cristóbal de las Casas,Chanal,58.866,59.143,0.278,83.0
San Cristóbal de las Casas,Chapultenango,194.171,197.255,3.084,225.0
San Cristóbal de las Casas,Chenalhó,51.876,52.54,0.664,58.3
San Cristóbal de las Casas,Chiapa de Corzo,70.955,71.447,0.492,67.7
San Cristóbal de las Casas,Chiapilla,38.55,38.909,0.359,60.3
San Cristóbal de las Casas,Chicoasén,120.996,122.206,1.211,119.0
San Cristóbal de las Casas,Chicomuselo,245.654,246.611,0.957,251.9
San Cristóbal de las Casas,Chilón,110.158,111.559,1.401,129.1
San Cristóbal de las Casas,Cintalapa de Figueroa,135.625,136.228,0.603,111.8
San Cristóbal de las Casas,Coapilla,147.134,148.629,1.495,152.0
San Cristóbal de las Casas,Comitán de Domínguez,88.605,88.838,0.232,85.6
San Cristóbal de las Casas,Copainalá,128.263,129.399,1.136,123.8
San Cristóbal de las Casas,El Bosque,79.937,81.094,1.157,116.2
San Cristóbal de las Casas,El Parral,105.55,106.081,0.531,104.9
San Cristóbal de las Casas,El Porvenir,240.82,243.066,2.247,248.2
San Cristóbal de las Casas,Emiliano Zapata,89.505,90.043,0.538,92.0
San Cristóbal de las Casas,Escuintla,374.267,375.419,1.152,284.5
San Cristóbal de las Casas,Francisco León,190.686,192.767,2.081,206.4
San Cristóbal de las Casas,Frontera Comalapa,199.411,199.877,0.466,197.4
San Cristóbal de las Casas,Frontera Hidalgo,362.117,365.439,3.322,342.5
San Cristóbal de las Casas,Honduras de la Sierra,255.43,257.563,2.133,277.6
San Cristóbal de las Casas,Huehuetán,310.24,313.49,3.25,297.1
San Cristóbal de las Casas,Huitiupán,107.222,109.096,1.874,141.1
San Cristóbal de las Casas,Huixtla,297.736,300.969,3.234,286.2
San Cristóbal de las Casas,Huixtán,32.231,32.421,0.189,31.6
San Cristóbal de las Casas,Ixhuatán,142.02,143.97,1.95,171.3
San Cristóbal de las Casas,Ixtacomitán,174.638,177.389,2.752,196.3
San Cristóbal de las Casas,Ixtapa,57.217,57.927,0.709,58.5
San Cristóbal de las Casas,Ixtapangajoya,203.127,206.148,3.021,249.3
San Cristóbal de las Casas,Jiquipilas,134.64,135.248,0.608,118.6
San Cristóbal de las Casas,Jitotol,83.718,84.914,1.196,115.8
San Cristóbal de las Casas,Juárez,269.14,270.315,1.174,238.8
San Cristóbal de las Casas,La Concordia,184.307,185.004,0.696,189.0
San Cristóbal de las Casas,La Grandeza,225.277,226.94,1.663,228.3
San Cristóbal de las Casas,La Independencia,117.444,117.708,0.265,118.3
San Cristóbal de las Casas,La Libertad,254.938,256.76,1.822,250.1
San Cristóbal de las Casas,La Trinitaria,106.044,106.282,0.238,101.4
San Cristóbal de las Casas,Larráinzar,43.99,44.732,0.743,75.4
San Cristóbal de las Casas,Las Margaritas,107.892,108.153,0.262,106.6
San Cristóbal de las Casas,Las Rosas,59.065,59.306,0.24,60.1
San Cristóbal de las Casas,Mapastepec,330.676,331.705,1.029,251.5
San Cristóbal de las Casas,Maravilla Tenejapa,233.39,235.254,1.864,228.5
San Cristóbal de las Casas,Marqués de Comillas,328.875,331.021,2.146,317.2
San Cristóbal de las Casas,Mazapa de Madero,235.069,236.994,1.925,235.0
San Cristóbal de las Casas,Mazatán,332.664,335.929,3.266,319.2
San Cristóbal de las Casas,Metapa,351.008,354.325,3.317,325.3
San Cristóbal de las Casas,Mezcalapa,162.838,163.848,1.011,137.4
San Cristóbal de las Casas,Mitontic,36.547,37.498,0.951,49.5
San Cristóbal de las Casas,Montecristo de Guerrero,236.371,237.643,1.272,251.6
San Cristóbal de las Casas,Motozintla,258.958,261.48,2.522,245.4
San Cristóbal de las Casas,Nicolás Ruíz,70.159,70.715,0.556,71.4
San Cristóbal de las Casas,Ocosingo,243.327,245.133,1.806,327.0
San Cristóbal de las Casas,Ocotepec,170.915,172.686,1.771,187.7
San Cristóbal de las Casas,Ocozocoautla de Espinosa,104.209,104.79,0.581,92.7
