Origen,Destino,Distancia carretera (km),Distancia 3D (km),Diferencia (km),Tiempo estimado (min)
Emiliano Zapata,Chanal,144.468,145.282,0.813,169.0
Emiliano Zapata,Chapultenango,193.767,196.0,2.232,236.7
Emiliano Zapata,Chenalhó,139.537,140.745,1.207,147.8
Emiliano Zapata,Chiapa de Corzo,21.07,21.12,0.051,28.3
Emiliano Zapata,Chiapilla,33.566,33.706,0.14,50.2
Emiliano Zapata,Chicoasén,103.92,104.749,0.829,119.2
Emiliano Zapata,Chicomuselo,212.271,213.127,0.856,264.6
Emiliano Zapata,Chilón,222.574,224.081,1.507,217.7
Emiliano Zapata,Cintalapa de Figueroa,118.55,118.771,0.221,111.9
Emiliano Zapata,Coapilla,130.059,131.172,1.113,152.2
Emiliano Zapata,Comitán de Domínguez,126.725,127.015,0.29,140.5
Emiliano Zapata,Copainalá,111.188,111.942,0.754,124.0
Emiliano Zapata,El Bosque,130.339,131.483,1.144,141.8
Emiliano Zapata,El Parral,55.665,55.755,0.09,65.5
Emiliano Zapata,El Porvenir,258.421,263.248,4.827,285.6
Emiliano Zapata,Escuintla,357.191,357.962,0.771,284.6
Emiliano Zapata,Francisco León,173.611,175.31,1.699,206.5
Emiliano Zapata,Frontera Comalapa,208.186,208.483,0.297,236.5
Emiliano Zapata,Frontera Hidalgo,443.312,444.127,0.816,354.4
Emiliano Zapata,Honduras de la Sierra,219.082,221.253,2.171,251.9
Emiliano Zapata,Huehuetán,391.434,392.178,0.744,309.0
Emiliano Zapata,Huitiupán,173.269,174.982,1.713,187.7
Emiliano Zapata,Huixtla,374.185,374.901,0.716,293.8
Emiliano Zapata,Huixtán,117.834,118.559,0.725,117.6
Emiliano Zapata,Ixhuatán,192.422,194.36,1.937,196.9
Emiliano Zapata,Ixtacomitán,225.04,227.779,2.739,221.9
Emiliano Zapata,Ixtapa,75.582,75.985,0.403,84.0
Emiliano Zapata,Ixtapangajoya,253.53,256.538,3.008,274.9
Emiliano Zapata,Jiquipilas,117.564,117.791,0.226,118.8
Emiliano Zapata,Jitotol,134.12,135.304,1.183,141.4
Emiliano Zapata,Juárez,252.065,252.858,0.792,238.9
Emiliano Zapata,La Concordia,134.422,134.677,0.255,149.5
Emiliano Zapata,La Grandeza,234.052,235.545,1.493,267.4
Emiliano Zapata,La Independencia,155.564,155.886,0.322,173.2
Emiliano Zapata,La Libertad,340.541,342.898,2.357,336.0
Emiliano Zapata,La Trinitaria,142.343,142.642,0.3,155.8
Emiliano Zapata,Larráinzar,120.013,120.985,0.973,154.1
Emiliano Zapata,Las Margaritas,146.012,146.331,0.319,161.5
Emiliano Zapata,Las Rosas,91.482,91.691,0.209,102.1
Emiliano Zapata,Mapastepec,313.601,314.248,0.647,251.6
Emiliano Zapata,Maravilla Tenejapa,269.689,271.615,1.926,282.8
Emiliano Zapata,Marqués de Comillas,365.174,367.382,2.208,371.5
Emiliano Zapata,Mazapa de Madero,243.844,245.599,1.755,274.1
Emiliano Zapata,Mazatán,413.858,414.617,0.759,331.1
Emiliano Zapata,Metapa,432.202,433.013,0.811,337.2
Emiliano Zapata,Mezcalapa,145.762,146.391,0.629,137.6
Emiliano Zapata,Mitontic,125.473,126.972,1.499,140.1
Emiliano Zapata,Montecristo de Guerrero,186.485,187.317,0.831,212.2
Emiliano Zapata,Motozintla,267.733,270.085,2.352,284.5
Emiliano Zapata,Nicolás Ruíz,54.942,55.119,0.178,62.6
Emiliano Zapata,Ocosingo,328.929,331.271,2.342,413.0
Emiliano Zapata,Ocotepec,153.84,155.229,1.389,187.9
Emiliano Zapata,Ocozocoautla de Espinosa,87.133,87.333,0.199,92.9
Emiliano Zapata,Ostuacán,197.497,198.388,0.891,178.8
Emiliano Zapata,Osumacinta,84.744,85.191,0.447,95.6
Emiliano Zapata,Oxchuc,143.937,144.87,0.933,144.4
Emiliano Zapata,Palenque,317.423,319.772,2.348,313.4
Emiliano Zapata,Pantelhó,161.758,163.624,1.866,189.2
Emiliano Zapata,Pantepec,177.416,179.18,1.764,181.5
Emiliano Zapata,Pichucalco,236.225,238.99,2.764,231.6
Emiliano Zapata,Pijijiapan,275.354,275.968,0.614,221.1
Emiliano Zapata,Pueblo Nuevo Solistahuacán,148.625,149.914,1.289,150.9
Emiliano Zapata,Rayón,168.293,169.942,1.649,168.4
Emiliano Zapata,Reforma,247.784,248.571,0.787,231.3
Emiliano Zapata,Rincón Chamula San Pedro,157.104,158.457,1.353,160.2
Emiliano Zapata,Sabanilla,204.563,207.08,2.517,235.4
Emiliano Zapata,Salto de Agua,290.298,292.489,2.191,290.0
Emiliano Zapata,San Andrés Duraznal,162.684,164.224,1.54,178.0
Emiliano Zapata,San Cristóbal de las Casas,88.943,89.48,0.538,91.7
Emiliano Zapata,San Fernando,69.488,69.701,0.213,85.7
Emiliano Zapata,San Juan Cancuc,147.849,149.222,1.373,171.0
Emiliano Zapata,San Lucas,44.634,44.874,0.24,69.9
Emiliano Zapata,Santiago el Pinar,125.204,126.391,1.187,154.1
Emiliano Zapata,Siltepec,236.635,240.368,3.733,263.6
Emiliano Zapata,Simojovel,178.577,180.317,1.741,206.3
Emiliano Zapata,Sitalá,182.03,184.101,2.071,215.1
Emiliano Zapata,Socoltenango,101.467,101.656,0.189,122.6
Emiliano Zapata,Solosuchiapa,214.628,217.358,2.729,221.6
Emiliano Zapata,Soyaló,101.05,101.693,0.643,114.5
Emiliano Zapata,Suchiapa,47.045,47.193,0.147,64.6
Emiliano Zapata,Suchiate,450.453,451.248,0.794,358.0
Emiliano Zapata,Sunuapa,239.37,240.532,1.162,228.3
Emiliano Zapata,Tapachula,406.691,407.467,0.776,321.9
Emiliano Zapata,Tapalapa,156.722,158.607,1.886,197.2
Emiliano Zapata,Tapilula,182.79,184.599,1.809,182.4
Emiliano Zapata,Tecpatán,163.977,164.868,0.891,153.9
Emiliano Zapata,Tenejapa,125.758,126.75,0.992,135.2
Emiliano Zapata,Teopisca,79.982,80.626,0.643,108.8
Emiliano Zapata,Tila,280.131,282.577,2.446,295.6
Emiliano Zapata,Tonalá,209.993,210.531,0.538,185.6
Emiliano Zapata,Totolapa,41.502,41.669,0.166,61.3
Emiliano Zapata,Tumbalá,261.295,263.342,2.047,271.2
Emiliano Zapata,Tuxtla Chico,426.766,427.571,0.805,333.5
Emiliano Zapata,Tuxtla Gutiérrez,46.113,46.205,0.092,55.9
Emiliano Zapata,Tuzantán,376.544,377.271,0.727,295.3
Emiliano Zapata,Tzimol,119.233,119.502,0.269,132.2
Emiliano Zapata,Unión Juárez,455.837,456.96,1.124,368.9
Emiliano Zapata,Venustiano Carranza,48.769,48.893,0.124,59.4
Emiliano Zapata,Villa Comaltitlán,361.726,362.417,0.691,286.1
Emiliano Zapata,Villa Corzo,124.098,124.603,0.506,146.6
Emiliano Zapata,Villaflores,94.724,94.961,0.237,102.5
Emiliano Zapata,Yajalón,237.288,238.902,1.613,239.9
Emiliano Zapata,Zinacantán,76.233,76.926,0.693,89.6
Emiliano Zapata,Ángel Albino Corzo,168.033,168.498,0.465,197.6
Escuintla,Acacoyagua,34.466,34.746,0.28,48.4
Escuintla,Acala,361.945,362.713,0.767,285.7
Escuintla,Acapetahua,32.824,32.936,0.112,45.6
Escuintla,Aldama,403.42,405.157,1.737,335.5
Escuintla,Altamirano,301.151,305.437,4.286,382.0
Escuintla,Amatenango de la Frontera,96.579,100.516,3.937,108.1
Escuintla,Amatenango del Valle,251.951,255.509,3.557,250.3
Escuintla,Amatán,495.36,498.646,3.287,426.8
Escuintla,Arriaga,186.795,187.01,0.215,139.2
Escuintla,Bejucal de Ocampo,95.0,98.958,3.957,127.3
Escuintla,Bella Vista,129.703,133.653,3.95,139.1
Escuintla,Benemérito de las Américas,406.973,543.617,136.644,406.5
Escuintla,Berriozábal,308.23,308.964,0.734,243.6
Escuintla,Bochil,390.162,391.485,1.324,303.6
Escuintla,Cacahoatán,119.889,120.46,0.571,114.3
Escuintla,Capitán Luis Ángel Vidal,153.806,165.504,11.699,222.7
Escuintla,Catazajá,621.279,615.783,-5.496,487.9
Escuintla,Chalchihuitán,427.082,429.167,2.086,349.6
Escuintla,Chamula,385.243,386.583,1.341,303.1
Escuintla,Chanal,282.256,286.054,3.798,320.6
Escuintla,Chapultenango,440.805,443.401,2.595,380.5
Escuintla,Chenalhó,421.185,422.991,1.806,337.7
Escuintla,Chiapa de Corzo,335.352,336.06,0.708,257.4
Escuintla,Chiapilla,377.02,377.941,0.921,301.7
Escuintla,Chicoasén,353.469,354.831,1.362,283.2
Escuintla,Chicomuselo,165.864,169.63,3.766,189.1
Escuintla,Chilón,407.43,411.961,4.53,398.1
Escuintla,Cintalapa de Figueroa,251.138,251.656,0.517,194.8
Escuintla,Coapilla,379.607,381.254,1.647,316.2
Escuintla,Comitán de Domínguez,207.637,211.119,3.482,209.4
Escuintla,Copainalá,360.736,362.024,1.288,288.1
Escuintla,El Bosque,411.987,413.73,1.743,331.7
Escuintla,El Parral,359.538,360.286,0.748,290.6
Escuintla,El Porvenir,70.297,74.64,4.342,93.7
Escuintla,Emiliano Zapata,353.902,354.656,0.754,281.8
Escuintla,Francisco León,420.649,422.711,2.062,350.3
Escuintla,Frontera Comalapa,134.861,138.156,3.296,148.3
Escuintla,Frontera Hidalgo,120.168,120.415,0.247,109.0
Escuintla,Honduras de la Sierra,111.32,119.718,8.397,160.8
Escuintla,Huehuetán,68.291,68.466,0.175,63.6
Escuintla,Huitiupán,454.917,457.228,2.311,377.5
Escuintla,Huixtla,51.042,51.189,0.147,48.4
Escuintla,Huixtán,302.69,306.439,3.748,298.0
Escuintla,Ixhuatán,474.07,476.606,2.536,386.8
Escuintla,Ixtacomitán,485.616,487.536,1.92,402.1
Escuintla,Ixtapa,357.23,358.232,1.002,273.9
Escuintla,Ixtapangajoya,516.172,518.346,2.174,454.4
Escuintla,Jiquipilas,256.067,256.605,0.538,201.6
Escuintla,Jitotol,415.768,417.55,1.782,331.3
Escuintla,Juárez,469.691,470.955,1.264,380.7
Escuintla,La Concordia,205.662,209.187,3.525,244.1
Escuintla,La Grandeza,91.402,96.607,5.205,117.4
Escuintla,La Independencia,217.497,220.973,3.476,220.2
Escuintla,La Libertad,655.588,650.117,-5.471,511.3
Escuintla,La Trinitaria,189.465,192.931,3.466,191.9
Escuintla,Larráinzar,401.661,403.232,1.571,344.0
Escuintla,Las Margaritas,224.761,228.263,3.503,228.6
Escuintla,Las Rosas,244.834,248.392,3.559,248.6
Escuintla,Mapastepec,49.184,49.315,0.131,46.9
Escuintla,Maravilla Tenejapa,292.433,298.227,5.794,320.7
Escuintla,Marqués de Comillas,393.784,530.453,136.669,406.8
Escuintla,Mazapa de Madero,76.787,79.849,3.062,98.1
Escuintla,Mazatán,90.715,90.905,0.19,85.7
Escuintla,Metapa,109.059,109.301,0.242,91.8
Escuintla,Mezcalapa,363.388,364.488,1.1,279.3
Escuintla,Mitontic,407.121,409.219,2.098,330.0
Escuintla,Montecristo de Guerrero,159.152,167.977,8.825,199.7
Escuintla,Motozintla,35.516,36.697,1.181,45.8
Escuintla,Nicolás Ruíz,267.053,270.575,3.522,289.6
Escuintla,Ocosingo,544.607,681.48,136.873,567.3
Escuintla,Ocotepec,403.388,405.311,1.922,352.0
Escuintla,Ocozocoautla de Espinosa,276.524,277.141,0.617,214.0
Escuintla,Ostuacán,415.123,416.486,1.363,320.5
Escuintla,Osumacinta,334.292,335.273,0.981,259.7
Escuintla,Oxchuc,328.793,332.75,3.957,324.8
Escuintla,Palenque,502.279,507.652,5.372,493.8
Escuintla,Pantelhó,443.406,445.87,2.465,379.1
Escuintla,Pantepec,410.904,413.284,2.38,363.9
Escuintla,Pichucalco,473.504,475.385,1.881,389.6
Escuintla,Pijijiapan,81.611,81.77,0.16,67.2
Escuintla,Pueblo Nuevo Solistahuacán,430.272,432.16,1.888,340.8
Escuintla,Rayón,449.941,452.188,2.247,358.3
Escuintla,Reforma,465.41,466.668,1.258,373.0
Escuintla,Rincón Chamula San Pedro,438.752,440.703,1.951,350.1
Escuintla,Sabanilla,486.211,489.327,3.116,425.2
Escuintla,Salto de Agua,475.154,480.369,5.215,470.4
Escuintla,San Andrés Duraznal,444.332,446.47,2.139,367.9
Escuintla,San Cristóbal de las Casas,370.591,371.727,1.136,281.5
Escuintla,San Fernando,319.036,319.782,0.746,249.8
Escuintla,San Juan Cancuc,429.497,431.468,1.971,360.9
Escuintla,San Lucas,387.742,389.124,1.382,319.3
Escuintla,Santiago el Pinar,406.852,408.637,1.786,343.9
Escuintla,Siltepec,94.198,99.83,5.633,121.9
Escuintla,Simojovel,460.224,462.564,2.339,396.2
Escuintla,Sitalá,463.678,466.348,2.67,405.0
Escuintla,Socoltenango,231.875,235.295,3.42,259.0
Escuintla,Solosuchiapa,496.276,499.604,3.328,411.5
Escuintla,Soyaló,355.961,357.559,1.598,291.8
Escuintla,Suchiapa,324.969,325.728,0.76,258.1
Escuintla,Suchiate,127.31,127.536,0.225,112.5
Escuintla,Sunuapa,456.995,458.629,1.633,370.0
Escuintla,Tapachula,83.548,83.755,0.207,76.5
Escuintla,Tapalapa,406.27,408.689,2.419,361.3
Escuintla,Tapilula,464.438,466.846,2.408,372.3
Escuintla,Tecpatán,381.603,382.965,1.362,295.6
Escuintla,Tenejapa,407.406,408.996,1.591,325.1
Escuintla,Teopisca,270.945,274.542,3.597,275.1
Escuintla,Tila,464.987,470.457,5.47,476.0
Escuintla,Tonalá,175.009,175.218,0.209,144.5
Escuintla,Totolapa,301.957,306.053,4.097,307.7
Escuintla,Tumbalá,446.151,451.222,5.07,451.6
Escuintla,Tuxtla Chico,103.623,103.859,0.236,88.1
Escuintla,Tuxtla Gutiérrez,310.631,311.303,0.672,230.4
Escuintla,Tuzantán,53.401,53.559,0.158,49.9
Escuintla,Tzimol,212.269,215.771,3.502,214.7
Escuintla,Unión Juárez,132.694,133.248,0.555,123.5
Escuintla,Venustiano Carranza,253.52,256.936,3.416,284.9
Escuintla,Villa Comaltitlán,38.583,38.705,0.122,40.7
Escuintla,Villa Corzo,319.292,320.554,1.262,278.4
Escuintla,Villaflores,283.942,284.934,0.992,228.8
Escuintla,Yajalón,422.145,426.781,4.637,420.3
Escuintla,Zinacantán,357.881,359.173,1.291,279.5
Escuintla,Ángel Albino Corzo,194.925,204.006,9.081,241.2
Francisco León,Acacoyagua,409.842,411.982,2.139,353.9
Francisco León,Acala,182.209,183.921,1.712,211.5
Francisco León,Acapetahua,419.321,421.307,1.986,358.5
Francisco León,Aldama,172.084,174.76,2.676,249.9
Francisco León,Altamirano,309.745,312.59,2.845,355.1
Francisco León,Amatenango de la Frontera,395.824,398.671,2.847,402.3
Francisco León,Amatenango del Valle,230.485,232.716,2.231,243.0
Francisco León,Amatán,144.183,146.031,1.848,184.2
Francisco León,Arriaga,238.076,239.912,1.836,214.9
Francisco León,Bejucal de Ocampo,404.244,407.645,3.401,417.3
Francisco León,Bella Vista,397.007,400.227,3.22,403.5
Francisco León,Benemérito de las Américas,493.606,495.011,1.405,467.9
Francisco León,Berriozábal,146.821,148.387,1.566,165.7
Francisco León,Bochil,142.466,144.553,2.087,184.9
Francisco León,Cacahoatán,510.337,512.786,2.449,429.5
Francisco León,Capitán Luis Ángel Vidal,356.837,361.55,4.713,416.3
Francisco León,Catazajá,229.554,230.609,1.055,244.7
Francisco León,Chalchihuitán,201.909,205.79,3.882,262.0
Francisco León,Chamula,205.506,207.792,2.286,228.9
Francisco León,Chanal,246.38,248.737,2.357,284.7
Francisco León,Chapultenango,31.173,31.809,0.637,47.1
Francisco León,Chenalhó,241.449,244.2,2.751,263.5
Francisco León,Chiapa de Corzo,155.616,157.269,1.653,183.2
Francisco León,Chiapilla,197.283,199.15,1.866,227.5
Francisco León,Chicoasén,80.909,82.12,1.211,107.1
Francisco León,Chicomuselo,346.817,349.275,2.459,419.6
Francisco León,Chilón,225.198,228.257,3.059,295.7
Francisco León,Cintalapa de Figueroa,185.856,187.386,1.53,181.7
Francisco León,Coapilla,83.022,84.353,1.331,114.1
Francisco León,Comitán de Domínguez,276.119,278.431,2.311,287.2
Francisco León,Copainalá,63.045,64.006,0.962,85.4
Francisco León,El Bosque,168.195,171.319,3.124,194.0
Francisco León,El Parral,190.211,191.903,1.692,220.5
Francisco León,El Porvenir,512.62,518.165,5.545,437.3
Francisco León,Emiliano Zapata,174.165,175.865,1.699,207.6
Francisco León,Escuintla,424.497,426.576,2.08,354.4
Francisco León,Frontera Comalapa,386.925,389.47,2.545,399.0
Francisco León,Frontera Hidalgo,510.617,512.741,2.125,424.2
Francisco León,Honduras de la Sierra,353.628,357.401,3.773,406.9
Francisco León,Huehuetán,458.739,460.792,2.053,378.8
Francisco León,Huitiupán,178.85,182.188,3.338,222.4
Francisco León,Huixtla,441.49,443.515,2.025,363.6
Francisco León,Huixtán,219.745,222.014,2.268,233.3
Francisco León,Ixhuatán,88.656,90.534,1.878,117.9
Francisco León,Ixtacomitán,51.332,52.312,0.98,78.1
Francisco León,Ixtapa,136.764,138.767,2.003,181.2
Francisco León,Ixtapangajoya,103.006,104.297,1.292,150.0
Francisco León,Jiquipilas,184.87,186.405,1.535,188.5
Francisco León,Jitotol,146.566,149.113,2.547,170.4
Francisco León,Juárez,88.741,89.702,0.961,130.6
Francisco León,La Concordia,268.968,270.825,1.857,304.5
Francisco León,La Grandeza,412.791,416.533,3.742,430.0
Francisco León,La Independencia,304.958,307.301,2.344,320.0
Francisco León,La Libertad,263.863,264.942,1.079,268.1
Francisco León,La Trinitaria,293.558,295.875,2.317,303.1
Francisco León,Larráinzar,177.039,180.352,3.313,208.1
Francisco León,Las Margaritas,295.406,297.747,2.341,308.2
Francisco León,Las Rosas,246.579,248.899,2.319,261.7
Francisco León,Mapastepec,380.906,382.863,1.956,321.4
Francisco León,Maravilla Tenejapa,420.904,424.848,3.943,430.1
Francisco León,Marqués de Comillas,484.4,485.809,1.408,468.7
Francisco León,Mazapa de Madero,422.583,426.587,4.004,436.6
Francisco León,Mazatán,481.163,483.232,2.068,400.9
Francisco León,Metapa,499.508,501.627,2.12,406.9
Francisco León,Mezcalapa,86.898,88.283,1.385,115.9
Francisco León,Mitontic,227.385,230.427,3.043,255.8
Francisco León,Montecristo de Guerrero,321.031,323.465,2.434,367.1
Francisco León,Motozintla,470.886,473.607,2.721,389.3
Francisco León,Nicolás Ruíz,218.782,220.599,1.817,245.1
Francisco León,Ocosingo,396.084,397.45,1.367,430.0
Francisco León,Ocotepec,106.804,108.41,1.606,149.9
Francisco León,Ocozocoautla de Espinosa,154.439,155.947,1.508,162.7
Francisco León,Ostuacán,35.445,36.312,0.867,68.0
Francisco León,Osumacinta,92.632,93.892,1.26,117.3
Francisco León,Oxchuc,245.848,248.325,2.477,260.1
Francisco León,Palenque,290.646,291.781,1.135,301.1
Francisco León,Pantelhó,200.958,204.311,3.353,262.7
Francisco León,Pantepec,110.777,112.9,2.123,136.9
Francisco León,Pichucalco,62.874,63.88,1.006,88.5
Francisco León,Pijijiapan,342.659,344.582,1.923,290.9
Francisco León,Pueblo Nuevo Solistahuacán,127.779,130.198,2.419,148.8
Francisco León,Rayón,107.461,109.521,2.059,129.3
Francisco León,Reforma,108.697,109.664,0.968,154.3
Francisco León,Rincón Chamula San Pedro,120.746,123.147,2.402,143.9
Francisco León,Sabanilla,156.417,158.576,2.159,200.1
Francisco León,Salto de Agua,218.43,219.608,1.178,239.9
Francisco León,San Andrés Duraznal,143.712,146.39,2.677,177.8
Francisco León,San Cristóbal de las Casas,190.854,192.935,2.081,207.4
Francisco León,San Fernando,116.133,117.749,1.616,150.0
Francisco León,San Juan Cancuc,249.76,252.676,2.916,286.7
Francisco León,San Lucas,208.005,210.332,2.327,245.1
Francisco León,Santiago el Pinar,172.611,175.306,2.696,251.2
Francisco León,Siltepec,371.181,376.517,5.336,418.6
Francisco León,Simojovel,189.506,192.739,3.233,250.4
Francisco León,Sitalá,234.578,238.774,4.196,327.1
Francisco León,Socoltenango,265.307,267.135,1.828,305.0
Francisco León,Solosuchiapa,74.998,76.435,1.437,109.6
Francisco León,Soyaló,108.399,110.141,1.742,144.5
Francisco León,Suchiapa,178.824,180.428,1.604,188.8
Francisco León,Suchiate,517.759,519.862,2.104,427.7
Francisco León,Sunuapa,68.19,69.173,0.983,107.5
Francisco León,Tapachula,473.996,476.081,2.085,391.7
Francisco León,Tapalapa,109.685,111.788,2.103,159.2
Francisco León,Tapilula,93.31,95.21,1.899,116.7
Francisco León,Tecpatán,43.27,44.038,0.767,64.9
Francisco León,Tenejapa,227.669,230.205,2.536,250.9
Francisco León,Teopisca,216.309,218.534,2.226,238.1
Francisco León,Tila,249.343,251.196,1.853,272.3
Francisco León,Tonalá,277.298,279.145,1.847,255.4
Francisco León,Totolapa,205.22,207.112,1.893,238.7
Francisco León,Tumbalá,255.847,257.689,1.841,266.1
Francisco León,Tuxtla Chico,494.071,496.185,2.114,403.3
Francisco León,Tuxtla Gutiérrez,129.433,131.029,1.597,156.0
Francisco León,Tuzantán,443.849,445.885,2.036,365.1
Francisco León,Tzimol,290.829,293.163,2.334,301.7
Francisco León,Unión Juárez,523.142,525.575,2.433,438.7
Francisco León,Venustiano Carranza,212.609,214.372,1.764,241.9
Francisco León,Villa Comaltitlán,429.031,431.031,2.0,355.9
Francisco León,Villa Corzo,242.779,244.591,1.812,272.8
Francisco León,Villaflores,197.911,199.461,1.551,222.6
Francisco León,Yajalón,213.723,216.732,3.009,282.7
Francisco León,Zinacantán,178.144,180.381,2.237,205.3
Francisco León,Ángel Albino Corzo,302.579,304.646,2.067,352.6
Frontera Comalapa,Acacoyagua,183.657,186.696,3.039,191.1
Frontera Comalapa,Acala,184.471,184.829,0.357,229.2
Frontera Comalapa,Acapetahua,181.019,183.889,2.87,188.3
Frontera Comalapa,Aldama,233.664,234.725,1.06,253.1
Frontera Comalapa,Altamirano,206.125,207.175,1.05,288.3
Frontera Comalapa,Amatenango de la Frontera,48.734,49.095,0.361,57.7
Frontera Comalapa,Amatenango del Valle,156.925,157.247,0.321,156.6
Frontera Comalapa,Amatán,347.341,350.744,3.403,387.3
Frontera Comalapa,Arriaga,335.986,338.96,2.974,281.8
Frontera Comalapa,Bejucal de Ocampo,57.154,58.069,0.915,72.8
Frontera Comalapa,Bella Vista,49.917,50.651,0.734,59.0
Frontera Comalapa,Benemérito de las Américas,311.947,445.355,133.408,312.8
Frontera Comalapa,Berriozábal,293.52,294.609,1.089,287.9
Frontera Comalapa,Bochil,286.333,287.826,1.493,280.3
Frontera Comalapa,Cacahoatán,150.657,156.806,6.149,188.8
Frontera Comalapa,Capitán Luis Ángel Vidal,142.305,147.488,5.183,188.6
Frontera Comalapa,Catazajá,444.475,446.623,2.148,425.9
Frontera Comalapa,Chalchihuitán,257.449,258.945,1.497,267.1
Frontera Comalapa,Chamula,215.487,216.151,0.664,220.7
Frontera Comalapa,Chanal,187.23,187.792,0.562,226.9
Frontera Comalapa,Chapultenango,422.392,426.232,3.839,417.3
Frontera Comalapa,Chenalhó,251.552,252.769,1.217,255.2
Frontera Comalapa,Chiapa de Corzo,199.167,199.526,0.359,239.6
Frontera Comalapa,Chiapilla,178.338,178.666,0.328,225.4
Frontera Comalapa,Chicoasén,317.18,318.852,1.672,311.1
Frontera Comalapa,Chicomuselo,86.078,86.629,0.551,109.0
Frontera Comalapa,Chilón,312.405,313.699,1.294,304.4
Frontera Comalapa,Cintalapa de Figueroa,331.809,332.874,1.065,303.9
Frontera Comalapa,Coapilla,343.318,345.275,1.957,344.2
Frontera Comalapa,Comitán de Domínguez,112.611,112.857,0.246,115.7
Frontera Comalapa,Copainalá,324.447,326.045,1.598,316.0
Frontera Comalapa,El Bosque,308.158,310.07,1.912,308.5
Frontera Comalapa,El Parral,204.486,204.96,0.474,247.6
Frontera Comalapa,El Porvenir,81.243,83.083,1.84,105.3
Frontera Comalapa,Emiliano Zapata,188.422,188.791,0.369,236.5
Frontera Comalapa,Escuintla,134.898,138.193,3.296,148.4
Frontera Comalapa,Francisco León,386.87,389.413,2.543,398.5
Frontera Comalapa,Frontera Hidalgo,202.541,205.456,2.915,199.6
Frontera Comalapa,Honduras de la Sierra,95.854,97.58,1.726,134.7
Frontera Comalapa,Huehuetán,150.664,153.507,2.843,154.2
Frontera Comalapa,Huitiupán,306.899,309.326,2.427,338.0
Frontera Comalapa,Huixtla,138.16,140.987,2.827,143.3
Frontera Comalapa,Huixtán,207.665,208.177,0.512,204.2
Frontera Comalapa,Ixhuatán,370.241,372.947,2.705,363.6
Frontera Comalapa,Ixtacomitán,402.859,406.366,3.507,388.6
Frontera Comalapa,Ixtapa,253.401,254.572,1.171,250.6
Frontera Comalapa,Ixtapangajoya,431.349,435.125,3.776,441.6
Frontera Comalapa,Jiquipilas,330.824,331.893,1.07,310.8
Frontera Comalapa,Jitotol,311.939,313.891,1.951,308.0
Frontera Comalapa,Juárez,465.324,466.96,1.636,430.9
Frontera Comalapa,La Concordia,125.876,126.186,0.309,164.0
Frontera Comalapa,La Grandeza,65.701,66.957,1.256,85.4
Frontera Comalapa,La Independencia,122.471,122.711,0.24,126.5
Frontera Comalapa,La Libertad,430.371,432.516,2.145,422.7
Frontera Comalapa,La Trinitaria,94.439,94.669,0.23,98.2
Frontera Comalapa,Larráinzar,243.544,244.751,1.207,272.3
Frontera Comalapa,Las Margaritas,129.735,130.001,0.267,134.9
Frontera Comalapa,Las Rosas,149.808,150.13,0.323,154.9
Frontera Comalapa,Mapastepec,198.375,201.265,2.89,189.5
Frontera Comalapa,Maravilla Tenejapa,197.407,199.965,2.558,227.0
Frontera Comalapa,Marqués de Comillas,298.758,432.191,133.433,313.1
Frontera Comalapa,Mazapa de Madero,75.493,77.011,1.518,92.1
Frontera Comalapa,Mazatán,173.088,175.947,2.859,176.3
Frontera Comalapa,Metapa,191.432,194.342,2.91,182.4
Frontera Comalapa,Mezcalapa,359.021,360.494,1.472,329.6
Frontera Comalapa,Mitontic,235.123,236.538,1.415,245.7
Frontera Comalapa,Montecristo de Guerrero,117.591,120.572,2.981,154.7
Frontera Comalapa,Motozintla,99.382,101.497,2.115,102.5
Frontera Comalapa,Nicolás Ruíz,152.264,152.621,0.358,195.7
Frontera Comalapa,Ocosingo,449.581,583.218,133.637,473.6
Frontera Comalapa,Ocotepec,367.099,369.332,2.233,379.9
Frontera Comalapa,Ocozocoautla de Espinosa,300.392,301.435,1.043,284.9
Frontera Comalapa,Ostuacán,410.756,412.491,1.735,370.8
Frontera Comalapa,Osumacinta,298.003,299.294,1.291,287.6
Frontera Comalapa,Oxchuc,233.767,234.488,0.721,231.1
Frontera Comalapa,Palenque,407.254,409.39,2.136,400.1
Frontera Comalapa,Pantelhó,273.773,275.648,1.876,296.6
Frontera Comalapa,Pantepec,355.235,357.767,2.532,348.2
Frontera Comalapa,Pichucalco,414.044,417.577,3.532,398.3
Frontera Comalapa,Pijijiapan,230.802,233.721,2.919,209.9
Frontera Comalapa,Pueblo Nuevo Solistahuacán,326.443,328.501,2.057,317.6
Frontera Comalapa,Rayón,346.112,348.529,2.417,335.1
Frontera Comalapa,Reforma,461.043,462.673,1.63,423.3
Frontera Comalapa,Rincón Chamula San Pedro,334.923,337.044,2.121,326.9
Frontera Comalapa,Sabanilla,338.192,341.424,3.231,385.7
Frontera Comalapa,Salto de Agua,380.128,382.107,1.979,376.7
Frontera Comalapa,San Andrés Duraznal,340.503,342.811,2.308,344.7
Frontera Comalapa,San Cristóbal de las Casas,199.508,199.973,0.465,197.3
Frontera Comalapa,San Fernando,282.747,283.804,1.057,277.7
Frontera Comalapa,San Juan Cancuc,256.035,257.218,1.183,273.3
Frontera Comalapa,San Lucas,191.709,192.161,0.451,247.8
